language,task,model,example_id,input,prediction,regex_scorer,human_label,judge_label
fa,any_words_from_category_3_distractors,SmolLM2-360M-Instruct,2923,"آیا لیست [""مستند"", ""گرم"", ""تن"", ""تراز"", ""کوهستان""] شامل هیچ واحدهای اندازه‌گیری است؟ با «بله» یا «خیر» پاسخ دهید",یک دستیار مفید هستید. کوتاه و در,0,0,
fa,word_before,SmolLM2-360M-Instruct,119,"در جمله ""آیا می توانید او را توصیف کنید؟""، کدام کلمه درست پیش از کلمه ""را"" آمده است؟","در جمله ""آیا می توانید او را توصیف",0,0,
fa,least_associated_word,EuroLLM-1_7B-Instruct,206,"از بین کلمات ""نهم"", ""اول"", ""سوم"", ""هشتم"" و ""جلویی""، کدام کلمه کمترین ارتباط را با ""صفت‌های ترتیبی"" دارد؟","از بین کلمات ""نهم"", ""اول"", ""سوم"", ""هشتم"" و ""جلویی"", ک",0,0,
fa,any_words_from_category_5_distractors,Qwen2_5-3B-Instruct,933,"آیا هیچ یک از کلمات ""مردمک"", ""برادر"", ""مرد"", ""اسم"" و ""قنادی"" از نوع اقتصاد هستند؟ با «بله» یا «خیر» پاسخ دهید.",خیر,1,1,
fa,all_words_from_category_2_distractors,gemma-3-4b,2995,"آیا لیست [""بیابان"", ""کوه"", ""پنجره"", ""ماهی"", ""قاره""] فقط شامل جغرافیا است؟ به «بله» یا «خیر» پاسخ دهید.",خیر,1,1,
fa,smaller_number,ZharfaOpen-0309,887,"کدام عدد کوچکتر است، 595 یا 344؟",344 کوچکتر از 595 است.,0,0,
fa,first_alphabetically_different_first_letter,salamandra-2b-instruct,1132,"به ترتیب حروف الفبا، کدام کلمه اول می‌آید، ""حکومت"" یا ""نویسنده""؟",حکومت,1,1,
fa,first_alphabetically_different_first_letter,Llama-3_1-8B-Instruct,312,"به ترتیب حروف الفبا، کدام یک از کلمات ""شیشه"" و ""صندوقدار"" اول می‌آید؟","اولین حرف کلمه ""شیشه"" ""ش"" است و کلمه ""صندوقدار"" ""ص"" است. بنابراین ""ص"" قبل",0,0,
fa,rhyming_word_orthographically_similar,salamandra-2b-instruct,1006,"کدام‌ یک با کلمه ""سیمان"" هم قافیه است، ""فروشنده"" یا ""ساختمان"" ؟",سیمان: فروشنده,0,0,
fa,starts_with_letter,EuroLLM-1_7B-Instruct,12,"کلمه ای بنویسید که با حرف ""ز"" شروع شود:",شما یک دستیار مفید هستید. کوتاه و درست پاسخ دهی,0,0,
fa,least_associated_word,Qwen2_5-3B-Instruct,1905,"از بین کلمات ""چرخیدن"", ""نشستن"", ""متنوع"", ""رفتن"" و ""آمدن"" کدام کلمه کمترین ارتباط را با کلمه ""افعال حرکت"" دارد؟","""چرخیدن""",0,0,
fa,all_words_from_category,Llama-3_1-8B-Instruct,1802,"آیا همه کلمات ""نوه"", ""خاله"", ""ازدواج"", ""دندان"" و ""آشنا"" نشان‌دهنده خانواده هستند؟ به «بله» یا «خیر» پاسخ دهید.",inخیر,1,1,
fa,more_letters_length_diff_1,SmolLM2-360M-Instruct,1030,"کدام کلمه حروف بیشتری دارد، ""نادرست"" یا ""سخت‌گیر""؟",یک دستیار مفید هستید. کوتاه و در,0,0,
fa,first_word,Qwen2_5-3B-Instruct,1143,"در جملهٔ ""او در درگاه توقف کرد تا تالار را برانداز کند""، اولین کلمه چیست؟",او,1,1,
fa,first_letter,EuroLLM-1_7B-Instruct,2947,"حرف اول کلمه ""مترو"" را بنویسید","حرف أول كلمة ""مترو"" هي ""م"" وتكتب بدون حرف ""ت""‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍",0,0,
fa,ends_with_word,Llama-3_2-3B-Instruct,612,"جمله‌ای بنویسید که با کلمه ""واردات"" تمام شود:",واردات‌های صنعتی از مهم‌ترین عوامل توسعه اقتصادی هستند.,0,0,
fa,all_words_from_category,salamandra-2b-instruct,1140,"آیا همه کلمات ""جت"", ""قطار"", ""پزشک"", ""تاکسی"" و ""تراموا"" نشان‌دهنده حمل‌ونقل هستند؟ به «بله» یا «خیر» پاسخ دهید.",ustamata,0,0,
fa,less_letters_length_diff_1,Llama-3_2-3B-Instruct,25,"کدام کلمه حروف کمتری دارد، ""مقابل"" یا ""کنار""؟",(کنار),1,1,
fa,all_words_from_category_1_distractors,gemma-3-4b,1859,"آیا همه کلمات ""پرستار"", ""بنا"", ""سینه"", ""مکانیک"" و ""برقکار"" نشان‌دهنده مشاغل هستند؟ به «بله» یا «خیر» پاسخ دهید.",بله.,0,0,
fa,more_letters_length_diff_3plus,salamandra-2b-instruct,1915,"کدام کلمه حروف بیشتری دارد، ""تلخ"" یا ""آشپزخانه""؟",آشپزخانه,1,1,
fa,more_letters_length_diff_3plus,Qwen2_5-1_5B-Instruct,268,"کدام کلمه طولانی‌تر است، ""مدرسه"" یا ""هلیکوپتر""؟","""هلیکوپتر"" طولانی‌تر است.",0,1,
fa,all_words_from_category_2_distractors,Qwen2_5-1_5B-Instruct,2445,"آیا لیست [""مترو"", ""قطار"", ""ماشین"", ""تبر"", ""پیری""] فقط شامل حمل‌ونقل است؟ به «بله» یا «خیر» پاسخ دهید.",خیر,1,1,
fa,sentence_not_containing,Qwen2_5-1_5B-Instruct,2188,"یک جمله بنویس که کلمه ""هفته"" را نداشته باشد","""شما همیشه درست استید.""",1,1,
fa,word_before,salamandra-2b-instruct,496,"در جمله ""تندر و آذرخش، رعد و برق""، کدام کلمه درست پیش از کلمه ""رعد"" آمده است؟",ustamata,0,0,
fa,rhyming_word,ZharfaOpen-0309,112,"کدام کلمه با کلمه ""جاروبرقی"" هم قافیه است، ""اجتماعی"" یا ""فشرده"" ؟","کلمه ""جاروبرقی"" با کلمه ""اجتماعی""",0,1,
fa,least_associated_word,salamandra-2b-instruct,1813,"از بین کلمات ""معمولاً"", "" ممکن"", ""گردباد"", ""همیشه"" و ""عموماً"" کدام کلمه کمترین ارتباط را با کلمه ""قیدهای احتمال"" دارد؟",آثار جيسكى مغنٰـت,0,0,
fa,last_word,Llama-3_1-8B-Instruct,688,"آخرین کلمهٔ جملهٔ ""ولی در ادبیات همیشه موارد ملموس نیست"" چیست؟",ملموس,0,0,
fa,word_before,Qwen2_5-3B-Instruct,1698,"در جمله ""پیرمردان روی نیمکتهای پارک نشسته بودند""، کدام کلمه بلافاصله قبل از کلمه ""پارک"" آمده است؟",نیمکتهای,1,1,
fa,all_words_from_category,EuroLLM-1_7B-Instruct,1638,"آیا همه کلمات ""وکیل"", ""آشپز"", ""جوشکار"", ""برقکار"" و ""ملوان"" نشان‌دهنده مشاغل هستند؟ به «بله» یا «خیر» پاسخ دهید.","آیا همه کلمات ""وکیل"", ""آشپز"", ""جوشکار"", ""برقکار""",0,0,
fa,first_alphabetically_consecutive_first_letter,gemma-3-1b,808,"به ترتیب حروف الفبا، کدام یک از کلمات ""ساق"" و ""شوهر"" اول می‌آید؟",شوهر,0,0,
fa,word_not_containing,ZharfaOpen-0309,93,"کلمه‌ای بنویس که حرف «و» را نداشته باشد:
",کلمه‌ای که حرف «و» را ندارد «وای»,0,0,
fa,all_words_from_category_2_distractors,gemma-3-1b,2522,"آیا لیست [""مرغ"", ""تقاضا"", ""اسم"", ""مفعول"", ""فاعل""] فقط شامل دسته‌های دستوری است؟ به «بله» یا «خیر» پاسخ دهید.",خیر,1,1,
fa,first_word,Qwen2_5-1_5B-Instruct,1171,"در جملهٔ ""پوست لطیف کودک""، اولین کلمه چیست؟","در جملهٔ ""پوست لطیف کودک""، اولین کلمه ""پوست"" است.",0,1,
fa,any_words_from_category_4_distractors,EuroLLM-1_7B-Instruct,1353,"آیا هیچ یک از کلمات ""آزمایشگاه"", ""سیاه"", ""نگهبان"", ""گاو"" و ""ریشه"" نشان دهنده دسته‌های دستوری هستند؟ با «بله» یا «خیر» پاسخ دهید.","بیان:

هیچ یک از کلمات ""آزمایشگاه"", ""سیاه"", """,0,0,
fa,all_words_from_category_1_distractors,ZharfaOpen-0309,2775,"آیا لیست [""صندل"", ""خون"", ""کلاه"", ""دامن"", ""جوراب""] فقط شامل پوشاک است؟ به «بله» یا «خیر» پاسخ دهید.",بله.,0,0,
fa,last_word,Qwen2_5-3B-Instruct,2205,"آخرین کلمهٔ جملهٔ ""قیمتهای وحشتناک"" را بنویس",وحشتناک,1,1,
fa,rhyming_word_orthographically_similar,SmolLM2-360M-Instruct,2593,"از بین کلمات ""پدر"" و ""اکشن""، کدام یک با ""برادر"" هم قافیه است؟",یک دستیار مفید هستید. کوتاه و در,0,0,
fa,starts_with_word,SmolLM2-360M-Instruct,125,"جمله‌ای بنویسید که اولین کلمه آن ""صفر"" باشد",جمله‌ای بنویسید که اولین کلمه,0,0,
fa,word_after,EuroLLM-1_7B-Instruct,1657,"در جمله ""او دربارهی گرد آوری تمبر و این جور چیزها برایمان صحبت کرد""، کدام کلمه بلافاصله پس از کلمه ""آوری"" آمده است؟","در جمله ""او دربارهی گرد آوری تمبر و این جور چیزها ب",0,0,
fa,first_letter,Qwen2_5-1_5B-Instruct,1700,"کلمه ""خوشحال"" با کدام حرف شروع می‌شود؟","کلمه ""خوشحال"" با حرف ""خ"" شروع می‌شود.",0,1,
fa,rhyming_word_orthographically_similar,gemma-3-1b,71,"کدام کلمه با کلمه ""بنابراین"" هم قافیه است، ""فوتبال"" یا ""غمگین"" ؟",فوتبال,0,0,
fa,more_letters_length_diff_3plus,SmolLM2-360M-Instruct,344,"کدام کلمه طولانی‌تر است، ""هنگام"" یا ""علاقه‌مند""؟",یک دستیار مفید هستید. کوتاه و در,0,0,
fa,starts_with_word,Qwen2_5-1_5B-Instruct,59,"جمله‌ای بنویسید که با کلمه ""بدون"" شروع شود","بدون تهدید، بدون تهدید، بدون تهدید.",1,0,
fa,first_letter,salamandra-2b-instruct,1160,"کلمه ""درجه"" با کدام حرف شروع می‌شود؟",ustamata,0,0,
fa,first_alphabetically_different_first_letter,gemma-3-4b,511,"به ترتیب حروف الفبا، کدام یک از کلمات ""مؤسسه"" و ""دختر"" اول می‌آید؟",دختر,1,1,
fa,any_words_from_category_5_distractors,Llama-3_2-3B-Instruct,182,"آیا هیچ یک از کلمات ""سیر"", ""کارگاه"", ""تاندون"", ""قیمت"" و ""جفت"" از نوع پوشاک هستند؟ با «بله» یا «خیر» پاسخ دهید.",(خیر),1,1,
fa,word_not_containing,gemma-3-4b,2,"کلمه‌ای بنویس که شامل حرف «ا» نباشد:
",سقف,1,1,
fa,first_alphabetically_same_first_letter,SmolLM2-360M-Instruct,945,"به ترتیب حروف الفبا، کدام یک از کلمات ""جاروبرقی"" و ""جوان"" اول می‌آید؟","به ترتیب حروف الفبا، کدام یک از",0,0,
fa,any_words_from_category_5_distractors,ZharfaOpen-0309,1256,"آیا هیچ یک از کلمات ""خاک"", ""مساحت"", ""وسترن"", ""بازو"" و ""خون"" نشان دهنده ابزارها هستند؟ با «بله» یا «خیر» پاسخ دهید.",بله.,0,0,
fa,all_words_from_category_1_distractors,gemma-3-1b,2444,"آیا لیست [""آبشار"", ""خارج"", "" انتها"", ""مقدار"", ""بخش""] فقط شامل فضا و کمیت است؟ به «بله» یا «خیر» پاسخ دهید.",خیر,1,1,
fa,starts_with_letter,SmolLM2-360M-Instruct,20,"کلمه ای بنویسید که با حرف ""غ"" شروع شود:","با حرف ""غ"" شروع شود: در سال ۱۳",0,0,
fa,ends_with_word,gemma-3-4b,1625,"جمله‌ای بنویسید که آخرین کلمه آن ""عبا"" باشد:",او با عبا به مسجد رفت.,0,0,
fa,sentence_not_containing,gemma-3-1b,1687,"یک جمله بدون استفاده از کلمه ""هنوز"" بنویس","بله، حتماً.",1,1,
fa,last_letter,Llama-3_1-8B-Instruct,187,"آخرین حرف کلمه ""درام"" چیست؟",in,0,0,
fa,first_word,gemma-3-1b,2851,"اولین کلمهٔ جملهٔ ""به زندانیان خوراک کافی داده نمیشد"" را بنویس",به‌طور کافی.,0,0,
fa,more_letters_length_diff_1,Llama-3_1-8B-Instruct,2078,"از بین کلمات ""بدنسازی"" و ""چمنزار"" کدام یک حروف بیشتری دارد؟","in ""بدنسازی"" 8 حرف وجود دارد و در ""چمنزار"" نیز 8 حرف وجود دارد.",0,0,
fa,more_letters_length_diff_3plus,Llama-3_2-3B-Instruct,2267,"از بین کلمات ""هلیکوپتر"" و ""عرض"" کدام یک حروف بیشتری دارد؟",(هلیکوپتر) 8 حروف دارد و (عرض) 4 حروف دارد.,0,0,
fa,word_not_containing,Qwen2_5-3B-Instruct,15,"کلمه‌ای بنویس که شامل حرف «ص» نباشد:
",كوكب,1,1,
fa,all_words_from_category_0_distractors,salamandra-2b-instruct,2929,"آیا لیست [""اینجا"", "" مقابل"", ""وسط"", ""بالا"", ""خارج""] فقط شامل قیدهای مکان است؟ به «بله» یا «خیر» پاسخ دهید.",ustamata,0,0,
fa,most_associated_word,Llama-3_2-3B-Instruct,1567,"از بین کلمات ""گوسفند"", ""گوزن"", ""حلزون"", ""از"" و ""ساردین"" کدام کلمه بیشترین ارتباط را با کلمه ""حروف اضافه"" دارد؟","(حروف اضافه) بیشترین ارتباط را با کلمه ""گوسفند"" دارد.",0,0,
fa,first_alphabetically_different_first_letter,Qwen2_5-3B-Instruct,1787,"به ترتیب حروف الفبا، کدام کلمه اول می‌آید، ""شخصی"" یا ""ازدواج""؟",ازدواج,1,1,
fa,less_letters_length_diff_1,gemma-3-1b,2967,"از بین کلمات ""پیشخدمت"" و ""گلخانه"" کدام یک حروف کمتری دارد؟","""پیشخدمت"" 2 حرف دارد، ""گلخانه"" 4 حرف دارد.",0,0,
fa,any_words_from_category_4_distractors,ZharfaOpen-0309,2646,"آیا لیست [""کارخانه"", ""صورت"", ""هواپیما"", ""واردات"", ""اختاپوس""] شامل هیچ اقتصاد است؟ با «بله» یا «خیر» پاسخ دهید",بله.,1,1,
fa,any_words_from_category_4_distractors,gemma-3-1b,1981,"آیا هیچ یک از کلمات ""تاکسی"", ""صادرات"", ""همسر"", ""ماهی"" و ""خانم"" نشان دهنده حمل‌ونقل هستند؟ با «بله» یا «خیر» پاسخ دهید.",خیر,0,0,
fa,more_letters,Qwen2_5-3B-Instruct,2947,"از بین کلمات ""پسوند"" و ""کوه"" کدام یک حروف بیشتری دارد؟",پسوند,1,1,
fa,first_alphabetically_same_first_letter,salamandra-2b-instruct,2149,"از کلمات ""مصرف"" و ""موج‌سواری""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟","نعم أيضًا, كلمة ""�����",0,0,
fa,all_words_from_category_0_distractors,gemma-3-1b,2879,"آیا لیست [""مانند"", ""اگرچه "", ""هرچند"", "" پس"", ""بنابراین""] فقط شامل حروف ربط است؟ به «بله» یا «خیر» پاسخ دهید.",خیر,0,0,
fa,homophones,gemma-3-1b,588,"از بین دو کلمه ""بادکنک"" و ""رازی""، کدام یک صدایش بیشتر شبیه ""راضی"" است؟",بادکنک.,0,0,
fa,less_letters_length_diff_1,SmolLM2-360M-Instruct,792,"کدام کلمه حروف کمتری دارد، ""بیشتر"" یا ""بنفش""؟","بیشتر، بنفشیاتی دارد، بیشتریا",0,0,
fa,least_associated_word,Llama-3_1-8B-Instruct,1332,"از بین کلمات ""گربه"", ""سیزده"", ""شیر"", ""گاو"" و ""پشه"" کدام کلمه کمترین ارتباط را با کلمه ""حیوانات"" دارد؟","in ""پشه"" کمترین ارتباط را با کلمه ""حیوانات"" دارد.",0,0,
fa,first_alphabetically_same_first_letter,EuroLLM-1_7B-Instruct,2415,"از کلمات ""پول"" و ""پر""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟","از کلمات ""پول"" و ""پر""، کدام کلمه به ترتیب حروف الفبا اول م",0,0,
fa,less_letters_length_diff_1,EuroLLM-1_7B-Instruct,1614,"کدام کلمه کوتاه‌تر است، ""بزرگ"" یا ""خط‌کش""؟","بزرگ کلمه کوتاه‌تر است، ""بزرگ"" یا ""خط‌کش"" است",0,0,
fa,less_letters,Qwen2_5-3B-Instruct,2359,"از بین کلمات ""ثانیه"" و ""دره"" کدام یک حروف کمتری دارد؟",ثانیه,0,0,
fa,more_letters_length_diff_1,SmolLM2-1_7B-Instruct,1013,"کدام کلمه حروف بیشتری دارد، ""هلیکوپتر"" یا ""علاقه‌مند""؟","""هلیکوپتر"" و ""علاقه‌مند"" همان ک",0,0,
fa,less_letters_length_diff_1,gemma-3-4b,1998,"کدام کلمه کوتاه‌تر است، ""جامه"" یا ""هود""؟",هود,1,1,
fa,all_words_from_category_2_distractors,gemma-3-1b,713,"آیا همه کلمات ""مشاور"", ""فاعل"", ""مفعول"", ""متمم"" و ""خاک"" از نوع دسته‌های دستوری هستند؟ به «بله» یا «خیر» پاسخ دهید.",خیر,1,1,
fa,less_letters_length_diff_1,SmolLM2-360M-Instruct,1633,"کدام کلمه کوتاه‌تر است، ""اسکی"" یا ""اسب""؟",یک دستیار مفید هستید. کوتاه و در,0,0,
fa,rhyming_word,Llama-3_2-3B-Instruct,264,"کدام کلمه با کلمه ""دست"" هم قافیه است، ""نادرست"" یا ""دیگر"" ؟",(نادرست),1,1,
fa,bigger_number,Llama-3_2-3B-Instruct,904,"کدام عدد بزرگتر است، 49 یا 871؟",871 بزرگتر است.,0,1,
fa,more_letters_length_diff_3plus,Qwen2_5-3B-Instruct,1727,"کدام کلمه حروف بیشتری دارد، ""حساب"" یا ""کوهستان""؟","""کوهستان"" حروف بیشتری دارد.",0,1,
fa,first_alphabetically_consecutive_first_letter,SmolLM2-360M-Instruct,169,"به ترتیب حروف الفبا، کدام یک از کلمات ""حالا"" و ""خوک"" اول می‌آید؟","به ترتیب حروف الفبا، کدام یک از",0,0,
fa,first_alphabetically_far_first_letter,Llama-3_2-3B-Instruct,970,"به ترتیب حروف الفبا، کدام یک از کلمات ""یازده"" و ""ذرت"" اول می‌آید؟",(ذ),0,0,
fa,rhyming_word,Llama-3_1-8B-Instruct,556,"کدام کلمه با کلمه ""مربی"" هم قافیه است، ""جانبی"" یا ""افسر"" ؟","in ""مربی"" و ""افسر"" هم قافیه هستند.",0,0,
fa,first_alphabetically_consecutive_first_letter,salamandra-2b-instruct,789,"به ترتیب حروف الفبا، کدام یک از کلمات ""حلزون"" و ""خشکسالی"" اول می‌آید؟",ustamata,0,0,
fa,least_associated_word,ZharfaOpen-0309,1044,"از بین کلمات ""مادربزرگ"", ""تولد"", ""پیری"", ""زندگی"" و ""تجربه"" کدام کلمه کمترین ارتباط را با کلمه ""زندگی"" دارد؟","کلمه ""تولد"" کمترین ارتباط را با",0,0,
fa,first_alphabetically,Qwen2_5-3B-Instruct,1665,"به ترتیب حروف الفبا، کدام کلمه اول می‌آید، ""بی‌حوصله"" یا ""مکانیک""؟",مکانیک,0,0,
fa,sentence_containing,ZharfaOpen-0309,2756,"یک جمله بنویس که کلمه ""به‌سختی"" را در بر داشته باشد","به‌سختی با این موضوع صحبت کردم،",1,1,
fa,any_words_from_category_3_distractors,EuroLLM-1_7B-Instruct,1903,"آیا هیچ یک از کلمات ""موتورسواری"", ""کراوات"", ""برقکار"", ""کراس‌فیت"" و ""تاریخی"" نشان دهنده ورزش هستند؟ با «بله» یا «خیر» پاسخ دهید.","بیان:

هیچ یک از کلمات ""موتورسواری"", ""کراوات"", ""بر",0,0,
fa,first_alphabetically_far_first_letter,Qwen2_5-1_5B-Instruct,157,"به ترتیب حروف الفبا، کدام یک از کلمات ""کیلومتر"" و ""خانم"" اول می‌آید؟",الف,0,0,
fa,most_associated_word,gemma-3-1b,2968,"از بین کلمات زیر، کلمه‌ای را که بیشترین ارتباط را با کلمه ""بدن انسان"" دارد انتخاب کنید - ""هنوز"", ""تازه"", ""شکم"", ""بعد"", "" هنگام""",شکم,1,1,
fa,first_alphabetically_different_first_letter,SmolLM2-1_7B-Instruct,818,"به ترتیب حروف الفبا، کدام یک از کلمات ""مایکروویو"" و ""جمله"" اول می‌آید؟",مایکروویو و جمله در حرف الفبا می‌ت,0,0,
fa,more_letters_length_diff_1,EuroLLM-1_7B-Instruct,80,"کدام کلمه طولانی‌تر است، ""قلب"" یا ""همسر""؟",قلب و همسر هم کلمات طولانی‌تر است.,0,0,
fa,any_words_from_category_5_distractors,SmolLM2-360M-Instruct,948,"آیا هیچ یک از کلمات ""رنگ"", ""تراز"", ""مصدر"", ""دختر"" و ""کاپشن"" از نوع مردم هستند؟ با «بله» یا «خیر» پاسخ دهید.",یک دستیار مفید هستید. کوتاه و در,0,0,
fa,any_words_from_category_5_distractors,Llama-3_1-8B-Instruct,1755,"آیا هیچ یک از کلمات ""زلزله"", ""دبیرستان"", ""قید"", ""سمت"" و ""خبرنگار"" نشان دهنده ژانرهای فیلم هستند؟ با «بله» یا «خیر» پاسخ دهید.",خیر,1,1,
fa,first_alphabetically_same_first_letter,ZharfaOpen-0309,2720,"از کلمات ""وزنه‌"" و ""ورودی""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟",ورودی,1,1,
fa,more_letters_length_diff_3plus,EuroLLM-1_7B-Instruct,2188,"از بین کلمات ""شاهین"" و ""کت"" کدام یک حروف بیشتری دارد؟","از بین کلمات ""شاهین"" و ""کت"" کدام یک حروف بیشتری دار",0,0,
fa,less_letters_length_diff_3plus,Qwen2_5-3B-Instruct,1784,"کدام کلمه کوتاه‌تر است، ""و"" یا ""سرمه‌ای""؟",و کوتاهتر است.,0,1,
fa,less_letters_length_diff_1,SmolLM2-1_7B-Instruct,877,"کدام کلمه حروف کمتری دارد، ""گنجشک"" یا ""ثروت""؟","کلمه ""گنجشک"" در فارسی می‌توان",0,0,
fa,smaller_number,Qwen2_5-1_5B-Instruct,1904,"از بین اعداد 49 و 871، کدام کوچکتر است؟","اعداد 49 و 871 را بررسی کنید:

1. 49
2. 871",0,0,
fa,first_alphabetically_same_first_letter,Llama-3_1-8B-Instruct,1267,"به ترتیب حروف الفبا، کدام کلمه اول می‌آید، ""یعنی"" یا ""یخچال""؟",in یخچال,1,1,
fa,starts_with_word,EuroLLM-1_7B-Instruct,156,"جمله‌ای بنویسید که با ""یک"" شروع شود",شما یک دستیار مفید هستید. کوتاه و درست پاسخ دهی,0,0,
fa,smaller_number,SmolLM2-1_7B-Instruct,2073,"از بین اعداد 545 و 179، عدد کوچکتر را بنویسید",545 با 179 درست اعداد داریم.,0,0,
fa,first_word,ZharfaOpen-0309,1021,"در جملهٔ ""بوی بد متصاعد از باتلاق""، اولین کلمه چیست؟",بوی.,1,1,
fa,any_words_from_category_3_distractors,SmolLM2-1_7B-Instruct,2176,"آیا لیست [""جوانی"", ""تقاضا"", ""گوزن"", ""پیری"", ""کراوات""] شامل هیچ زندگی است؟ با «بله» یا «خیر» پاسخ دهید",بله.,1,1,
fa,word_containing,Qwen2_5-3B-Instruct,91,کلمه‌ای بنویس که حرف «ن» را داشته باشد,نواة,1,1,
fa,ends_with_letter,ZharfaOpen-0309,55,"کلمه ای بنویسید که آخرین حرف آن ""ق"" باشد","کلمه ای که آخرین حرف آن ""ق"" است """,0,0,
fa,rhyming_word,SmolLM2-360M-Instruct,869,"کدام کلمه با کلمه ""قهوه‌ای"" هم قافیه است، ""دمپایی"" یا ""اسکلت"" ؟",یک دستیار مفید هستید. کوتاه و در,0,0,
fa,first_alphabetically_far_first_letter,gemma-3-1b,783,"به ترتیب حروف الفبا، کدام یک از کلمات ""زیاد"" و ""گاهی"" اول می‌آید؟",گاهی.,1,1,
fa,all_words_from_category_2_distractors,Llama-3_2-3B-Instruct,523,"آیا همه کلمات ""رنگ"", ""زرشکی"", ""سرخابی"", ""شوفاژ"" و ""عشق"" از نوع رنگ‌ها هستند؟ به «بله» یا «خیر» پاسخ دهید.",خیر,1,1,
fa,most_associated_word,gemma-3-4b,2426,"از بین کلمات زیر، کلمه‌ای را که بیشترین ارتباط را با کلمه ""صفت‌های ترتیبی"" دارد انتخاب کنید - ""ماندن"", ""مردن"", ""بودن"", ""نهم"", ""داشتن""",بودن,0,0,
fa,first_alphabetically_far_first_letter,SmolLM2-1_7B-Instruct,2849,"از کلمات ""جمعیت"" و ""لگن""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟",کدام کلمه به ترتیب حروف الفبا اول م,0,0,
fa,word_after,salamandra-2b-instruct,2743,"در جملهٔ «جاهطلبی مکبث را وادار به کشتن شاه کرد»، کدام کلمه بلافاصله بعد از «را» می‌آید؟",ustamata,0,0,
fa,word_before,gemma-3-4b,1723,"در جمله ""و ناگهان، به انسان سرایت میکند""، کدام کلمه بلافاصله قبل از کلمه ""ناگهان،"" آمده است؟",و,1,1,
fa,sentence_not_containing,gemma-3-4b,2580,"یک جمله بنویس که کلمه ""مادر"" را نداشته باشد",خورشید در آسمان می‌تابید.,1,1,
fa,all_words_from_category_2_distractors,EuroLLM-1_7B-Instruct,1642,"آیا همه کلمات ""هلیکوپتر"", ""میز"", ""موتور"", ""مرگ"" و ""جت"" نشان‌دهنده حمل‌ونقل هستند؟ به «بله» یا «خیر» پاسخ دهید.","آیا همه کلمات ""هلیکوپتر"", ""میز"", ""موتور"", ""مرگ"" و """,0,0,
fa,word_containing,salamandra-2b-instruct,77,کلمه‌ای بنویس که حرف «ر» را داشته باشد,آزقي این جمله علی ص,0,0,
fa,any_words_from_category,Qwen2_5-1_5B-Instruct,745,"آیا هیچ یک از کلمات ""بوکس"", ""حیات"", ""بازار"", ""پرش"" و ""کارتینگ"" از نوع زندگی هستند؟ با «بله» یا «خیر» پاسخ دهید.",خیر,0,0,
fa,ends_with_letter,EuroLLM-1_7B-Instruct,47,"کلمه ای بنویسید که آخرین حرف آن ""ش"" باشد","ش:

ش: شیرین، شیرین، شیرین، شیرین، شی",0,0,
fa,rhyming_word_orthographically_similar,Llama-3_2-3B-Instruct,2271,"از بین کلمات ""ناخن"" و ""عبارت""، کدام یک با ""تجارت"" هم قافیه است؟",ناخن,0,0,
fa,less_letters_length_diff_3plus,ZharfaOpen-0309,759,"کدام کلمه حروف کمتری دارد، ""بهتر"" یا ""به‌سختی""؟","""به‌سختی"" حروف کمتری دارد.",0,0,
fa,bigger_number,Llama-3_1-8B-Instruct,625,"کدام عدد بزرگتر است، 78 یا 38؟",78 بزرگتر از 38 است.,0,0,
fa,more_letters_length_diff_1,gemma-3-4b,1947,"کدام کلمه حروف بیشتری دارد، ""اکشن"" یا ""فرد""؟",اکشن,1,1,
fa,any_words_from_category_4_distractors,Llama-3_1-8B-Instruct,2653,"آیا لیست [""گمرک"", ""درام"", ""کمر"", ""اسم"", ""گلخانه""] شامل هیچ دسته‌های دستوری است؟ با «بله» یا «خیر» پاسخ دهید","in ""درام"" و ""کمر"" و ""اسم"" و ""گلخانه"" و ""گمرک""  شامل دسته‌های دستوری هستند",0,0,
fa,bigger_number,salamandra-2b-instruct,1093,"از بین اعداد 306 و 297، کدام بزرگتر است؟",آن حاليًا غمالى كنت,0,0,
fa,sentence_not_containing,Qwen2_5-3B-Instruct,469,"یک جمله بنویس که شامل کلمه ""سونامی"" نباشد",او نتوانست با سونامی آسیاب شود.,0,0,
fa,first_alphabetically_far_first_letter,Qwen2_5-3B-Instruct,2545,"از کلمات ""زیربغل"" و ""گمرک""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟",زیربغل,1,1,
fa,last_word,gemma-3-4b,1398,"در جملهٔ ""دوست دارید دوباره ملاقات کنید؟""، آخرین کلمه چیست؟",؟,0,0,
fa,most_associated_word,ZharfaOpen-0309,1939,"از بین کلمات ""درام"", ""خانوادگی"", ""ثانیه"", ""اجتماعی"" و ""هیجان‌انگیز"" کدام کلمه بیشترین ارتباط را با کلمه ""واحدهای اندازه‌گیری"" دارد؟","کلمه ""خانوادگی"" بیشترین ارتباط ر",0,0,
