language,task,model,example_id,input,prediction,regex_scorer,human_label
en,word_before,SmolLM2-1_7B-Instruct,1553,"In the sentence ""Steve tossed the ball at Anna"", which word immediately precedes the word ""the""?",at,0,0
en,any_words_from_category_5_distractors,EuroLLM-1_7B-Instruct,1492,"Do any of the words ""dress"", ""coat"", ""tram"", ""pear"", and ""sofa"" represent animals? Answer either ""yes"" or ""no"".","Yes, the word ""sofa"" represents an animal.",0,0
en,more_letters_length_diff_3plus,gemma-3-4b,2335,"Of the words ""wonderful"" and ""plant"" which one has more letters?",Wonderful has more letters. (9 letters) versus plant (5 letters).,1,1
en,first_alphabetically,Llama-3_1-8B-Instruct,412,"In an alphabetical order, which of the words ""jam"" and ""granddaughter"" comes first?","In alphabetical order, ""granddaughter"" comes before ""jam"".",1,1
en,all_words_from_category_2_distractors,gemma-3-1b,2376,"Does the list [""couch"", ""table"", ""tractor"", ""pineapple"", ""sofa""] contain only furniture? Answer either ""yes"" or ""no"".",no,1,1
en,first_letter,EuroLLM-1_7B-Instruct,1142,"Which letter does the word ""when"" start with?","The word ""when"" starts with the letter ""W"".",1,1
en,first_alphabetically_far_first_letter,gemma-3-1b,989,"In an alphabetical order, which of the words ""businesswoman"" and ""once"" comes first?",businesswoman,1,1
en,any_words_from_category_4_distractors,gemma-3-4b,1124,"Do any of the words ""jacket"", ""pants"", ""car"", ""peach"", and ""chicken"" represent animals? Answer either ""yes"" or ""no"".",no,0,0
en,first_alphabetically_consecutive_first_letter,Llama-3_1-8B-Instruct,112,"In an alphabetical order, which of the words ""beach"" and ""against"" comes first?","in alphabetical order, ""against"" comes first, followed by ""beach"".",1,1
en,most_associated_word,SmolLM2-360M-Instruct,312,"Of the words ""melon"", ""lemon"", ""pear"", ""couch"", and ""banana"", what is the word most commonly associated with ""furniture""?","The word most commonly associated with ""furniture"" is ""couch"".",1,1
en,rhyming_word_orthographically_different,Qwen2_5-1_5B-Instruct,2136,"Of the words ""elevator"" and ""score"", which one rhymes with ""floor""?","^ The word that rhymes with ""floor"" is ""score"".",0,1
en,more_letters,ZharfaOpen-0309,1665,"Which word is longer, ""friend"" or ""bean""?","""friend"" is a longer word.",0,1
en,any_words_from_category_4_distractors,EuroLLM-1_7B-Instruct,1233,"Do any of the words ""dress"", ""rabbit"", ""van"", ""pear"", and ""duck"" represent items of clothing? Answer either ""yes"" or ""no"".","Yes, the word ""dress"" represents an item of clothing.",1,1
en,first_letter,EuroLLM-1_7B-Instruct,285,"What is the first letter of the word ""basketball""?","The first letter of the word ""basketball"" is ""b"".",1,1
en,smaller_number,Llama-3_2-3B-Instruct,1356,"Of the numbers 469 and 451, which is smaller?",451 is smaller than 469.,1,1
en,first_alphabetically_far_first_letter,gemma-3-4b,1786,"In an alphabetical order, which word comes first, ""juice"" or ""zoo""?",Juice,1,1
en,more_letters_length_diff_3plus,EuroLLM-1_7B-Instruct,2210,"Of the words ""playground"" and ""out"" which one has more letters?","The word ""playground"" has more letters than ""out"".",1,1
en,rhyming_word,Llama-3_1-8B-Instruct,283,"Which word rhymes with the word ""generation"", ""presentation"" or ""personal""?","in relation to the words you've mentioned, the word ""education"" rhymes with ""generation"", ""presentation"" and ""education"" also rhymes with """,0,0
en,all_words_from_category_1_distractors,Llama-3_2-3B-Instruct,1689,"Do the words ""train"", ""peach"", ""pineapple"", ""lemon"", and ""apple"" all represent fruit? Answer either ""yes"" or ""no"".",No.,1,1
en,any_words_from_category,Qwen2_5-1_5B-Instruct,1066,"Do any of the words ""train"", ""mango"", ""motorcycle"", ""melon"", and ""socks"" represent furniture? Answer either ""yes"" or ""no"".",No.,1,1
en,ends_with_letter,Qwen2_5-3B-Instruct,33,"Write a word whose last letter is ""k"":",Okra,0,0
en,any_words_from_category,Qwen2_5-3B-Instruct,1787,"Do any of the words ""table"", ""pants"", ""desk"", ""car"", and ""chair"" represent animals? Answer either ""yes"" or ""no"".","sarcasm
No",0,1
en,first_letter,gemma-3-4b,1939,"Which letter does the word ""away"" start with?",A,1,1
en,starts_with_letter,gemma-3-4b,26,"Write a word that starts with the letter ""z"":",zebra,1,1
en,last_letter,ZharfaOpen-0309,1021,"Which letter does the word ""oil"" end with?","The word ""oil"" ends with the letter ""i"".",0,0
en,first_alphabetically_different_first_letter,Qwen2_5-1_5B-Instruct,1780,"In an alphabetical order, which word comes first, ""name"" or ""queen""?",^ name,1,1
en,starts_with_letter,Llama-3_1-8B-Instruct,63,"Write a word starting with ""k"":",Kite.,1,1
en,ends_with_letter,ZharfaOpen-0309,40,"Write a word whose last letter is ""s"":",سیب,0,0
en,any_words_from_category_4_distractors,SmolLM2-360M-Instruct,2663,"Does the list [""couch"", ""strawberry"", ""bus"", ""cat"", ""shorts""] contain any animals? Answer either ""yes"" or ""no"".",.,0,0
en,homophones,gemma-3-1b,626,"Which word sounds like the word ""right"", ""brother"" or ""write""?",“Right” sounds like “brother”.,0,0
en,any_words_from_category_4_distractors,Llama-3_1-8B-Instruct,1398,"Do any of the words ""bookcase"", ""jacket"", ""tractor"", ""coat"", and ""dress"" represent furniture? Answer either ""yes"" or ""no"".","in the list, ""bookcase"" represents furniture.",0,1
en,first_alphabetically_same_first_letter,SmolLM2-360M-Instruct,2195,"Of the words ""study"" and ""since"", which word comes first alphabetically?",.,0,0
en,ends_with_word,EuroLLM-1_7B-Instruct,2312,"Write a sentence ending with ""chairs"":","""The group of friends gathered around the large wooden table, enjoying their meal on the cozy chairs.""",1,1
en,more_letters_length_diff_3plus,SmolLM2-1_7B-Instruct,2523,"Of the words ""singer"" and ""who"" which one has more letters?",at least 2,0,0
en,word_before,gemma-3-4b,1670,"In the sentence ""John is as intelligent as Mary"", which word immediately precedes the word ""is""?",John,1,1
en,first_letter,SmolLM2-360M-Instruct,2290,"Write the first letter of the word ""month"":",.,0,0
en,last_letter,gemma-3-4b,1337,"Which letter does the word ""skirt"" end with?",T,1,1
en,first_alphabetically_consecutive_first_letter,ZharfaOpen-0309,1578,"In an alphabetical order, which word comes first, ""skateboarding"" or ""running""?","""skateboarding"" comes first in alphabetical order.",0,0
en,word_after,gemma-3-1b,433,"In the sentence ""I know I bought the book you recommended"", which word comes right after the word ""the""?",book,1,1
en,sentence_containing,Llama-3_1-8B-Instruct,547,"Write a sentence that contains the word ""cow"":",The farmer carefully led the cow back to its enclosure after milking it.,1,1
en,less_letters,Qwen2_5-1_5B-Instruct,1300,"Which word is shorter, ""prize"" or ""chef""?","The word ""chef"" is shorter than ""prize"".",1,1
en,more_letters_length_diff_1,gemma-3-1b,468,"Which word has more letters, ""mistake"" or ""broken""?",“Mistake” has more letters. It has 5 letters. “Broken” has 4 letters.,0,1
en,all_words_from_category,SmolLM2-360M-Instruct,652,"Are all the words ""mouse"", ""cow"", ""pig"", ""chicken"", and ""cat"" types of animals? Answer either ""yes"" or ""no"".",.,0,0
en,word_not_containing,ZharfaOpen-0309,63,"Write a word not containing the letter ""k"":",کارتون,0,0
en,first_alphabetically,Llama-3_2-3B-Instruct,1255,"In an alphabetical order, which word comes first, ""number"" or ""guide""?","In alphabetical order, ""guide"" comes before ""number"".",1,1
en,first_word,gemma-3-4b,1614,"In the sentence ""Mary is more than six feet tall"", what is the first word?",Mary,1,1
en,more_letters,gemma-3-1b,1236,"Which word is longer, ""stay"" or ""opera""?",“Opera” is longer.,0,1
en,less_letters_length_diff_3plus,SmolLM2-1_7B-Instruct,1954,"Which word is shorter, ""makeup"" or ""dangerous""?",at,0,0
en,starts_with_letter,Llama-3_2-3B-Instruct,33,"Write a word whose first letter is ""g"":",Ghost,1,1
en,first_alphabetically_different_first_letter,SmolLM2-360M-Instruct,2775,"Of the words ""shorts"" and ""draw"", which word comes first alphabetically?",.,0,0
en,last_word,EuroLLM-1_7B-Instruct,2943,"Write the last word of the sentence ""The guests dined"":",The guests dined.,0,0
en,word_not_containing,gemma-3-4b,39,"Write a word without using the letter ""m"":",Here.,1,1
en,less_letters_length_diff_1,Qwen2_5-3B-Instruct,1755,"Which word is shorter, ""who"" or ""at""?","s at is 3 letters, while who is 3 letters. Therefore, ""who"" is shorter than ""at"".",0,0
en,last_word,Llama-3_2-3B-Instruct,1341,"In the sentence ""The tigers hunt prey at night"", what is the last word?","The last word in the sentence is ""night"".",1,1
en,sentence_containing,salamandra-2b-instruct,756,"Write a sentence that contains the word ""restaurant"":","ustamata,                                                                                   
The restaurant serves delicious food to its customers every day.",1,1
en,first_word,Llama-3_1-8B-Instruct,1723,"In the sentence ""Vera is knitting in the lounge"", what is the first word?","The first word is ""Vera"".",1,1
en,first_alphabetically,Qwen2_5-1_5B-Instruct,1132,"In an alphabetical order, which word comes first, ""noun"" or ""television""?","^ The word that comes first in alphabetical order is ""noun"".",0,1
en,rhyming_word_orthographically_similar,Qwen2_5-1_5B-Instruct,1705,"Which is a rhyme of the word ""create"", ""hate"" or ""stairs""?","^ The word ""create"" has a rhyme with ""hate"".",0,1
en,rhyming_word,Qwen2_5-3B-Instruct,1409,"Which is a rhyme of the word ""plastic"", ""rule"" or ""fantastic""?","silly

The rhyme for ""plastic"" is typically found in words ending with ""-astic,"" such as ""plastic"" itself, ""elastic,"" and",0,0
en,first_alphabetically_same_first_letter,Qwen2_5-3B-Instruct,469,"In an alphabetical order, which of the words ""opposite"" and ""omelet"" comes first?","""opposite"" comes first in alphabetical order.",0,0
en,more_letters,Llama-3_1-8B-Instruct,1866,"Which word is longer, ""fork"" or ""her""?",in length.,0,0
en,sentence_containing,SmolLM2-360M-Instruct,1776,"Write a sentence using the word ""keep"":",The new policy will keep the company's employees informed about the latest developments.,1,1
en,ends_with_letter,salamandra-2b-instruct,25,"Write a word whose last letter is ""b"":",Ball,0,0
en,rhyming_word_orthographically_different,EuroLLM-1_7B-Instruct,443,"Which word rhymes with the word ""routine"", ""clean"" or ""champagne""?","The word that rhymes with ""routine"", ""clean"", and ""champagne"" is ""champagne"".",0,0
en,rhyming_word_orthographically_similar,salamandra-2b-instruct,1511,"Which is a rhyme of the word ""flower"", ""tower"" or ""cousin""?","The correct answer to this question would be: tower. The rhyming words in that sentence are flower,                                        and cousin.",0,0
en,starts_with_word,ZharfaOpen-0309,2743,"Write a sentence starting with ""flying"":",I love flying high above the world.,0,0
en,starts_with_letter,Qwen2_5-3B-Instruct,47,"Write a word whose first letter is ""u"":",Unique,1,1
en,first_letter,gemma-3-1b,348,"What is the first letter of the word ""university""?",U,1,1
en,any_words_from_category_5_distractors,gemma-3-1b,1416,"Do any of the words ""sweater"", ""cat"", ""fish"", ""car"", and ""coat"" represent fruit? Answer either ""yes"" or ""no"".",no,1,1
en,first_alphabetically_far_first_letter,Llama-3_2-3B-Instruct,1928,"In an alphabetical order, which word comes first, ""up"" or ""gram""?",(up) comes before (gram) in alphabetical order.,0,0
en,word_containing,SmolLM2-1_7B-Instruct,29,"Write a word using the letter ""c"":","The word ""cat"" uses the letter ""c"".",1,1
en,any_words_from_category,SmolLM2-360M-Instruct,2371,"Does the list [""mouse"", ""armchair"", ""dress"", ""motorcycle"", ""bus""] contain any animals? Answer either ""yes"" or ""no"".",.,0,0
en,any_words_from_category_3_distractors,SmolLM2-1_7B-Instruct,1904,"Do any of the words ""couch"", ""peach"", ""cat"", ""bus"", and ""watermelon"" represent fruit? Answer either ""yes"" or ""no"".",yes,1,1
en,starts_with_letter,ZharfaOpen-0309,64,"Write a word starting with ""l"":",لاستیک,0,0
en,homophones,Llama-3_2-3B-Instruct,2359,"Which is a homophone of the word ""two"", ""too"" or ""eight""?","The word ""to"" is a homophone of the word ""two"".",0,0
en,first_alphabetically_consecutive_first_letter,gemma-3-1b,914,"In an alphabetical order, which of the words ""chocolate"" and ""daily"" comes first?",chocolate.,1,1
en,any_words_from_category_4_distractors,salamandra-2b-instruct,671,"Are any of the words ""cow"", ""peach"", ""sweater"", ""shirt"", and ""tractor"" types of animals? Answer either ""yes"" or ""no"".",ustamata,0,0
en,all_words_from_category,Qwen2_5-1_5B-Instruct,2306,"Does the list [""chicken"", ""duck"", ""mouse"", ""pig"", ""socks""] contain only animals? Answer either ""yes"" or ""no"".",^ no,1,1
en,more_letters_length_diff_1,SmolLM2-360M-Instruct,490,"Which word has more letters, ""pocket"" or ""anymore""?","""Anymore"" has more letters than ""pocket"".",1,1
en,any_words_from_category,salamandra-2b-instruct,2425,"Does the list [""armchair"", ""peach"", ""pear"", ""chair"", ""car""] contain any animals? Answer either ""yes"" or ""no"".",ustamata,0,0
en,word_containing,salamandra-2b-instruct,3,"Write a word that contains the letter ""c"":",Caterpillar,1,1
en,less_letters_length_diff_3plus,Qwen2_5-1_5B-Instruct,344,"Which word has fewer letters, ""rat"" or ""various""?","""Various"" has fewer letters than ""rat"".",0,0
en,last_word,Qwen2_5-1_5B-Instruct,2580,"Write the last word of the sentence ""I told the story to Daniel"":",^,0,0
en,less_letters_length_diff_3plus,gemma-3-1b,2894,"Of the words ""machine"" and ""when"" which one has fewer letters?",“machine” has fewer letters.,0,0
en,any_words_from_category_4_distractors,gemma-3-1b,1905,"Do any of the words ""chair"", ""coat"", ""desk"", ""watermelon"", and ""dog"" represent animals? Answer either ""yes"" or ""no"".",yes,1,1
en,homophones,Qwen2_5-3B-Instruct,721,"Which word sounds like the word ""throne"", ""thrown"" or ""spider""?","The word that sounds like ""throne,"" ""thrown,"" or ""spider"" is ""throne.""",0,0
en,sentence_not_containing,Llama-3_1-8B-Instruct,1035,"Write a sentence without using the word ""nurse"":",The dedicated healthcare professional provided compassionate care to the patient throughout their hospital stay.,1,1
en,less_letters,salamandra-2b-instruct,1593,"Which word is shorter, ""improve"" or ""our""?",Improve is the shorter word.,0,0
en,last_letter,Llama-3_2-3B-Instruct,2814,"Write the last letter of the word ""you"":",U.,1,1
en,less_letters_length_diff_1,SmolLM2-1_7B-Instruct,25,"Which word has fewer letters, ""single"" or ""stadium""?",atadium,0,0
en,last_word,SmolLM2-360M-Instruct,1923,"In the sentence ""We gave ourselves presents"", what is the last word?",.,0,0
en,all_words_from_category,gemma-3-1b,1814,"Do the words ""chicken"", ""banana"", ""peach"", ""mango"", and ""watermelon"" all represent fruit? Answer either ""yes"" or ""no"".",yes,0,0
en,word_containing,gemma-3-1b,59,"Write a word containing the letter ""g"":",Green,1,1
en,rhyming_word_orthographically_different,ZharfaOpen-0309,1395,"Which is a rhyme of the word ""ache"", ""sunbathe"" or ""steak""?","The word ""sunbathe"" is a rhyme of the word ""ache"".",0,0
en,rhyming_word_orthographically_different,gemma-3-4b,211,"Which word rhymes with the word ""antique"", ""cheek"" or ""blue""?",Antique,0,0
en,homophones,Llama-3_1-8B-Instruct,2122,"Which is a homophone of the word ""moose"", ""sea"" or ""mousse""?","The word ""moose"" has a homophone, which is ""moose"" itself, but another word that is often considered a homophone is ""mouse",0,0
en,word_after,SmolLM2-360M-Instruct,187,"In the sentence ""She was the nicest teacher in the Senior School"", which word comes right after the word ""nicest""?",.,0,0
en,any_words_from_category,Llama-3_2-3B-Instruct,2856,"Does the list [""goat"", ""jacket"", ""mouse"", ""bus"", ""truck""] contain any items of clothing? Answer either ""yes"" or ""no"".",(no),0,0
en,first_alphabetically,SmolLM2-1_7B-Instruct,1559,"In an alphabetical order, which word comes first, ""toy"" or ""snowboarding""?","""Snowboarding"" comes first in an alphabetical order.",1,1
en,word_after,Qwen2_5-1_5B-Instruct,518,"In the sentence ""Nora sent the book to Peter"", which word comes right after the word ""the""?",^,0,0
en,least_associated_word,SmolLM2-360M-Instruct,2553,"Of the following words, choose the word least associated with the word ""fruit"" - ""mango"", ""strawberry"", ""car"", ""watermelon"", ""apple"":",.,0,0
en,word_after,Qwen2_5-3B-Instruct,1110,"In the sentence ""John tried to leave"", which word immediately succeeds the word ""John""?","succeeded
The word that immediately succeeds ""John"" in the sentence ""John tried to leave"" is ""tried"".",0,1
en,first_word,SmolLM2-1_7B-Instruct,299,"What is the first word of the sentence ""Henri will paint the floor for an hour""?","The first word of the sentence ""Henri will paint the floor for an hour"" is ""Henri"".",1,1
en,word_before,Llama-3_1-8B-Instruct,2949,"Which word comes right before ""Bill"" in the sentence ""Terry touched Bill on the shoulder""?","The word that comes right before ""Bill"" in the sentence ""Terry touched Bill on the shoulder"" is ""touched"".",1,1
en,first_alphabetically_consecutive_first_letter,SmolLM2-360M-Instruct,1423,"In an alphabetical order, which word comes first, ""drawer"" or ""change""?",.,0,0
en,ends_with_word,Qwen2_5-3B-Instruct,696,"Write a sentence that ends with the word ""disks"":",She installed the new software on three disks.,1,1
en,first_alphabetically,SmolLM2-360M-Instruct,214,"In an alphabetical order, which of the words ""swimming"" and ""basketball"" comes first?","""Swimming"" comes first in an alphabetical order.",0,0
en,any_words_from_category,Qwen2_5-3B-Instruct,2904,"Does the list [""bookcase"", ""apple"", ""chicken"", ""cat"", ""pineapple""] contain any items of clothing? Answer either ""yes"" or ""no"".",No,1,1
en,ends_with_letter,Llama-3_1-8B-Instruct,54,"Write a word ending with ""h"":",Sheath.,1,1
en,less_letters_length_diff_1,ZharfaOpen-0309,1176,"Which word is shorter, ""tire"" or ""do""?","""Do"" is a shorter word.",0,1
en,rhyming_word_orthographically_similar,gemma-3-4b,2720,"Of the words ""might"" and ""onion"", which one rhymes with ""height""?",Onion.,0,0
en,homophones,salamandra-2b-instruct,1245,"Of the two words ""night"" and ""sword"", which one sounds more like ""knight""?","The word that sounds more like ""knight"" is ""night"".",0,1
en,least_associated_word,Qwen2_5-3B-Instruct,688,"Of the words ""chair"", ""bed"", ""bookcase"", ""pear"", and ""table"", what is the word least associated with ""furniture""?",spear (least associated with furniture),0,0
en,more_letters,Llama-3_2-3B-Instruct,486,"Which word has more letters, ""ocean"" or ""jacket""?","The word ""ocean"" has 5 letters, and the word ""jacket"" has 6 letters. So, ""jacket"" has more letters",1,1
en,most_associated_word,Llama-3_1-8B-Instruct,1206,"What is the word most related to the word ""vehicles"" from the words ""tractor"", ""sweater"", ""shorts"", ""pants"", and ""jacket""?","The word most related to ""vehicles"" from the given options is ""tractor"". A tractor is a type of vehicle, specifically a farm vehicle.",1,1
en,any_words_from_category_4_distractors,ZharfaOpen-0309,71,"Are any of the words ""pineapple"", ""watermelon"", ""shorts"", ""bus"", and ""cat"" types of animals? Answer either ""yes"" or ""no"".","No, none of these words represent types of animals.",0,0
en,all_words_from_category_2_distractors,SmolLM2-1_7B-Instruct,2484,"Does the list [""cat"", ""sweater"", ""skirt"", ""strawberry"", ""shorts""] contain only items of clothing? Answer either ""yes"" or ""no"".",yes,0,0
en,first_alphabetically_consecutive_first_letter,Qwen2_5-3B-Instruct,2112,"Of the words ""beach"" and ""against"", which word comes first alphabetically?","s against
a beach",0,0
en,least_associated_word,SmolLM2-1_7B-Instruct,722,"Of the words ""coat"", ""mouse"", ""skirt"", ""dress"", and ""jeans"", what is the word least associated with ""clothes""?","at least associated with ""clothes"" is ""jeans"".",0,0
en,less_letters,EuroLLM-1_7B-Instruct,114,"Which word has fewer letters, ""sing"" or ""tea""?","The word ""tea"" has fewer letters than ""sing.""",1,1
en,bigger_number,Llama-3_2-3B-Instruct,904,"Which number is bigger, 49 or 871?",871 is bigger.,1,1
en,less_letters_length_diff_3plus,ZharfaOpen-0309,2415,"Of the words ""dinosaur"" and ""diary"" which one has fewer letters?","The word ""diary"" has fewer letters than the word ""dinosaur"".",1,1
en,any_words_from_category,gemma-3-1b,1785,"Do any of the words ""pig"", ""desk"", ""skirt"", ""shorts"", and ""goat"" represent fruit? Answer either ""yes"" or ""no"".",no,1,1
en,more_letters,gemma-3-4b,1573,"Which word is longer, ""answer"" or ""grape""?",“Grape” is longer.,0,0
en,all_words_from_category_2_distractors,gemma-3-4b,2427,"Does the list [""pineapple"", ""armchair"", ""pants"", ""jeans"", ""sweater""] contain only items of clothing? Answer either ""yes"" or ""no"".",no,1,1
en,all_words_from_category_2_distractors,Qwen2_5-3B-Instruct,1000,"Are all the words ""fish"", ""armchair"", ""couch"", ""rabbit"", and ""cat"" types of animals? Answer either ""yes"" or ""no"".","snooze
No",0,1
en,smaller_number,Qwen2_5-3B-Instruct,1163,"Of the numbers 830 and 419, which is smaller?",The number 419 is smaller than 830.,1,1
en,bigger_number,ZharfaOpen-0309,1886,"Of the numbers 268 and 441, which is bigger?",441 is bigger than 268.,1,1
en,first_alphabetically,gemma-3-1b,2688,"Of the words ""next"" and ""worst"", which word comes first alphabetically?",“Next” comes first alphabetically.,0,1
en,starts_with_letter,SmolLM2-1_7B-Instruct,44,"Write a word whose first letter is ""r"":","The word ""run"" starts with the letter ""r"".",1,1
en,more_letters_length_diff_3plus,ZharfaOpen-0309,2943,"Of the words ""pair"" and ""stadium"" which one has more letters?","The word ""pair"" has more letters than the word ""stadium"".",0,1
en,first_letter,SmolLM2-1_7B-Instruct,2138,"Write the first letter of the word ""file"":",at,0,0
en,all_words_from_category_0_distractors,Qwen2_5-1_5B-Instruct,2237,"Does the list [""melon"", ""banana"", ""strawberry"", ""mango"", ""pineapple""] contain only fruit? Answer either ""yes"" or ""no"".",Yes.,1,1
en,all_words_from_category_1_distractors,SmolLM2-360M-Instruct,1700,"Do the words ""table"", ""armchair"", ""dog"", ""desk"", and ""couch"" all represent furniture? Answer either ""yes"" or ""no"".",.,0,0
en,all_words_from_category_1_distractors,Llama-3_2-3B-Instruct,102,"Are all the words ""jacket"", ""coat"", ""pants"", ""goat"", and ""sweater"" types of clothing? Answer either ""yes"" or ""no"".",Yes.,0,0
en,all_words_from_category,Llama-3_2-3B-Instruct,612,"Are all the words ""pig"", ""mouse"", ""fish"", ""shorts"", and ""chicken"" types of animals? Answer either ""yes"" or ""no"".",(no),1,0
en,first_alphabetically_consecutive_first_letter,EuroLLM-1_7B-Instruct,1070,"In an alphabetical order, which word comes first, ""those"" or ""shampoo""?","In an alphabetical order, ""those"" comes first.",0,0
en,rhyming_word_orthographically_similar,EuroLLM-1_7B-Instruct,282,"Which word rhymes with the word ""generation"", ""presentation"" or ""helicopter""?","The word that rhymes with ""generation"", ""presentation"" and ""helicopter"" is ""generation"".",0,0
en,first_word,Llama-3_1-8B-Instruct,786,"What is the first word of the sentence ""I want him to eat asparagus""?","in the sentence ""I want him to eat asparagus"", the first word is ""I"".",1,1
en,last_word,Qwen2_5-3B-Instruct,2537,"Write the last word of the sentence ""The oil and vinegar separated"":",suddenly,0,0
en,first_alphabetically_consecutive_first_letter,SmolLM2-1_7B-Instruct,2732,"Of the words ""complete"" and ""believe"", which word comes first alphabetically?",at the beginning of the alphabet.,0,0
en,word_containing,gemma-3-4b,34,"Write a word using the letter ""h"":",House,1,1
en,sentence_not_containing,Qwen2_5-3B-Instruct,2653,"Write a sentence not containing the word ""luck"":","succeeding requires effort, not just chance.",1,1
en,rhyming_word,Qwen2_5-1_5B-Instruct,2504,"Of the words ""prison"" and ""agree"", which one rhymes with ""fee""?","^ The word that rhymes with ""fee"" is ""prison"".",0,0
en,sentence_not_containing,EuroLLM-1_7B-Instruct,1905,"Write a sentence without using the word ""comfortable"":",The room was not very comfortable.,0,0
en,last_letter,SmolLM2-360M-Instruct,2829,"Write the last letter of the word ""hit"":",.,0,0
en,less_letters_length_diff_3plus,Llama-3_2-3B-Instruct,2682,"Of the words ""write"" and ""chemistry"" which one has fewer letters?","(write) has 5 letters, while (chemistry) has 9 letters.",0,0
en,word_containing,Qwen2_5-1_5B-Instruct,67,"Write a word containing the letter ""o"":",Ocean.,1,1
en,more_letters_length_diff_3plus,Qwen2_5-1_5B-Instruct,349,"Which word has more letters, ""during"" or ""boyfriend""?","""During"" has 6 letters, while ""boyfriend"" has 9 letters.",0,0
en,sentence_containing,gemma-3-4b,2484,"Write a sentence containing the word ""speaker"":",The speaker delivered a passionate speech about environmental conservation.,1,1
en,least_associated_word,Llama-3_1-8B-Instruct,745,"Of the words ""fish"", ""dog"", ""coat"", ""pig"", and ""chicken"", what is the word least associated with ""animals""?","in the given list, the word ""coat"" is the least associated with ""animals"".",1,1
en,smaller_number,Llama-3_1-8B-Instruct,2442,"From the numbers 64 and 905, write the smaller number:",The smaller number is 64.,1,1
en,all_words_from_category_1_distractors,ZharfaOpen-0309,2359,"Does the list [""bus"", ""fish"", ""truck"", ""van"", ""tractor""] contain only vehicles? Answer either ""yes"" or ""no"".",no,1,1
en,first_alphabetically_different_first_letter,SmolLM2-1_7B-Instruct,2628,"Of the words ""sunglasses"" and ""include"", which word comes first alphabetically?","""sunglasses"" comes first alphabetically.",0,0
en,first_alphabetically_different_first_letter,Llama-3_1-8B-Instruct,813,"In an alphabetical order, which of the words ""letter"" and ""short"" comes first?","in alphabetical order, ""letter"" comes before ""short"".",1,1
en,rhyming_word_orthographically_similar,Llama-3_1-8B-Instruct,978,"Which word rhymes with the word ""sandy"", ""farmer"" or ""candy""?","The word ""handy"" rhymes with ""sandy"", ""farmer"" and ""candy"".",0,0
en,any_words_from_category_3_distractors,EuroLLM-1_7B-Instruct,2851,"Does the list [""tram"", ""car"", ""melon"", ""socks"", ""cow""] contain any vehicles? Answer either ""yes"" or ""no"".","Yes, the list [""tram"", ""car"", ""melon"", ""socks"", ""cow""] contains vehicles.",1,1
en,first_alphabetically_same_first_letter,Llama-3_2-3B-Instruct,2393,"Of the words ""trip"" and ""teach"", which word comes first alphabetically?","""Teach"" comes before ""trip"" alphabetically.",1,1
